"Dog","Seizure","File","Channel","mean","sd","median","max","min","pacf_1","pacf_2","pacf_3","pacf_4","pacf_5","pacf_6","pacf_7","pacf_8","pacf_9","pacf_10"
"5","interictal","1","15","-0.0284277170240985","33.6753380897167","0","278","-232","0.941072910687233","-0.47638752544045","0.316070732033201","-0.0204214483972109","0.0783474184830267","0.0555747670000065","0.0538714665330355","0.0384692377700481","0.0268460288423627","0.0234578326821662"
"5","interictal","2","1","-0.479830334576212","27.0633970530779","0","169","-180","0.936212031136696","-0.514017281069071","0.292667987324101","-0.0219085358314343","0.0494987827909617","0.0316460513557706","0.0274164753434744","0.0268913213342418","0.0185461892589361","0.00842195678926687"
"5","interictal","2","2","0.441317784840219","25.1281633680951","1","163","-180","0.927793840353297","-0.500066587853904","0.267946154482088","-0.0441917938837504","0.0441051345169103","0.0156827799831312","0.0253593360676203","0.0286428222146118","0.0236996253773847","0.0192107347010902"
"5","interictal","2","3","-0.243933668660277","25.4935713926385","0","128","-176","0.897810678085961","-0.434831154049224","0.27993205254747","-0.0868295001973475","0.0492513114363217","0.0152880345233163","0.0360206718171794","0.0301252997529456","0.0304410819550564","0.0289523004889898"
"5","interictal","2","4","-0.282004120684334","40.4947940559753","1","212","-263","0.911990542454463","-0.513109872746363","0.314357305107855","-0.0913935148690591","0.0744329394873737","0.0351861950508829","0.0608390968861113","0.0575734541694891","0.0592327591413813","0.040961678537819"
"5","interictal","2","5","0.463501914366507","23.3688676929288","1","150","-215","0.906112984667817","-0.413805387927049","0.259626895009699","-0.0257522766909131","0.048496451960637","0.0303198834691775","0.0281958763652879","0.0351589780413065","0.0254639267773622","0.0164316965937692"
"5","interictal","2","6","0.119846016532786","27.2653488919936","0","162","-149","0.879534412309237","-0.507595533598213","0.33603557251238","-0.092684260223096","0.100519970157973","0.0442695442465301","0.0522693972412822","0.0349391493314752","0.0187976961798888","0.0167175600100019"
"5","interictal","2","7","0.369093199202556","23.2658306288278","1","126","-208","0.920994864741588","-0.415440285091503","0.243455063068318","0.00422567833166223","0.00768279817845084","0.0219639840433701","0.0365119137676469","0.0390797601716542","0.0427590537893783","0.0315558571418633"
"5","interictal","2","8","-0.0282608876988398","41.0259640344578","1","233","-299","0.943158987415912","-0.435839099505136","0.317840247686344","-0.0724956479415149","0.0633025004972182","0.00401862826046007","0.0225720100345897","0.00590347007427242","0.000243909670435592","0.00154917006065868"
"5","interictal","2","9","-0.181881501130269","24.5498005861037","0","151","-175","0.939221760057467","-0.429231334951119","0.267310418043077","-0.00410411082295031","0.0493844391697153","0.0242603568342626","0.0260089890614859","0.0158390507945536","0.0199071508296707","0.0147233258430265"
"5","interictal","2","10","0.280469290891953","34.2663374066069","0","284","-265","0.920403503674127","-0.385760999352089","0.329319872295134","-0.0548206408070085","0.073443176752034","0.030834202588994","0.0436690754336673","0.031819151721799","0.0292969531746478","0.0247467854227403"
"5","interictal","2","11","0.2569380145642","27.9247775084656","0","170","-185","0.90478035044703","-0.392328092806029","0.350403287078824","-0.050055373353605","0.0593928057199036","0.0307725996739737","0.0285439484772144","0.032192102503042","0.0286542005118179","0.0143177265251958"
"5","interictal","2","12","-0.284640024023423","39.0915644416385","0","248","-338","0.934237215676235","-0.482390251679212","0.270780077265663","-0.0427838733495993","0.0758930090503479","0.035129695583351","0.0312345299782113","0.0336508344945046","0.0258082264318259","0.0152639947065479"
"5","interictal","2","13","-0.384120350675242","37.6997231501959","0","194","-255","0.903376263315552","-0.477543358624543","0.307643349907646","-0.0361125734211889","0.0855037802696329","0.0406974408020056","0.0527024182557639","0.0367622635085367","0.0284254223492741","0.0186011557372154"
"5","interictal","2","14","0.0996805218421293","26.2539557440634","0","145","-153","0.913784137889463","-0.389161287354045","0.289231946673715","-0.0434582313606289","0.0502308947805928","0.0283668773763498","0.0368631284053296","0.0280280811942441","0.0141567374863399","0.00995468509648611"
"5","interictal","2","15","-0.17044952161691","24.3105324856445","0","162","-145","0.878304721499207","-0.427014457480657","0.315100836619945","-0.0148558373253877","0.0699519163778691","0.0481162103916864","0.0579508286686131","0.0519159454358009","0.0333084502168992","0.0201354031782313"
"5","interictal","3","1","-0.406187699673849","26.1336327498282","0","178","-179","0.941011405760376","-0.555497309738785","0.262414348512853","-0.0351225240147648","0.0286203844195516","0.00744462840798757","0.0134194895251688","0.00121316227494087","-0.00818306745565802","-0.00826719579234483"
"5","interictal","3","2","0.347238557593654","25.2765738898142","0","139","-201","0.931585449326209","-0.51355844762064","0.259429357254625","-0.056057009192036","0.0340029274718548","-0.00214913826438836","0.0108333724046773","0.00680953994966292","0.00596978416417787","0.00831179240346633"
"5","interictal","3","3","-0.0507661636762512","25.0987521023766","0","127","-157","0.8986281365604","-0.451183206210245","0.274832683469885","-0.0805825985040595","0.0415524349077673","0.00498437488581373","0.0172363377102788","0.0166460733370171","0.0141681227683619","0.00986301870945427"
"5","interictal","3","4","0.266359700708191","39.8947938295802","1","242","-306","0.918775838552676","-0.544219403066546","0.317076960483961","-0.100729429629722","0.0606002968367513","0.010825438886143","0.031950387793208","0.0238899766497916","0.0235621442458882","0.0229002334880976"
"5","interictal","3","5","-0.453800789102709","23.0515024923017","0","131","-160","0.914619455142979","-0.454007316370081","0.252889076352377","-0.0364497187068706","0.0456911415919852","0.019731568610461","0.0252012542748461","0.0218703923578877","0.0147576150542571","0.00794112269638004"
"5","interictal","3","6","-0.0314264741456253","26.0403899540472","0","171","-123","0.89261965319011","-0.551393430482787","0.351313907844523","-0.0673967096043112","0.0803609525910423","0.0415125864643316","0.049409531079951","0.0283183780801453","0.0177171381625079","0.00695623025201077"
"5","interictal","3","7","0.299062419192046","21.1808867034049","0","121","-121","0.920023045531305","-0.483812024786871","0.310607087226835","-0.0460165526593071","0.00754646964807992","0.0167312938280184","0.0168196634348055","0.0108058626351526","0.0116981762668475","0.0124799661344523"
"5","interictal","3","8","0.0205450314056207","35.5323598824542","0","210","-231","0.933601199344259","-0.468438158793588","0.304003168130745","-0.0653514529904654","0.0623459498331968","0.00877771887794763","0.017807862337194","0.00761892981336062","0.00129628984464675","-0.00221952013732397"
"5","interictal","3","9","-0.264979188041674","24.6095680346399","0","152","-156","0.943558902768342","-0.466537285730722","0.238873923614734","-0.0280509949147387","0.0196889302589775","0.00424566088999026","0.00259612791341593","0.000524708140482115","-0.00332635363746448","-0.0053659569332057"
"5","interictal","3","10","-0.489118557259995","34.9682708801182","-1","335","-276","0.924365133694605","-0.406405338295038","0.312047984295979","-0.0625325445704558","0.0578831181824465","0.0129484235311527","0.0258761673004053","0.0144147943520863","0.0153297783062495","0.00967571292531469"
"5","interictal","3","11","0.175408523310227","28.1789590882638","0","171","-195","0.91717508856596","-0.414995196011772","0.357437666449102","-0.0759549792339764","0.0496445161327999","0.00643858748548923","0.0165879200384855","0.00876246722559959","0.00582042842925346","0.00605303253495868"
"5","interictal","3","12","-0.153712369560321","36.8733869080062","0","304","-283","0.935909953064696","-0.527751253708793","0.263374541356266","-0.0741178401255994","0.0649584420099661","0.0164268574009015","0.0171946395130623","0.00759770206687312","0.00518694175158955","-0.00460561682651039"
"5","interictal","3","13","-0.3678002719318","38.5017807022054","0","247","-256","0.918876491077373","-0.538513466656382","0.290463598441501","-0.0543907148844699","0.0487214979566165","0.00608365152109341","0.0203777195721387","0.00711555704298779","0.00626917231304972","0.00440879346317717"
"5","interictal","3","14","-0.29825329696454","25.2715402787301","0","208","-137","0.922994607464693","-0.439223712064092","0.287664585406608","-0.0386584482755542","0.0522151457094647","0.0334722772054251","0.0362259364329595","0.0225954873395441","0.015006790861924","0.00809074587000332"
"5","interictal","3","15","-0.318481352652169","24.7150606486379","0","133","-154","0.893691258069392","-0.507771160917151","0.302918760239111","-0.0549423879555569","0.0620581879952283","0.042946421273292","0.0473182867561284","0.0398399442805366","0.0300625740865587","0.0291466907844173"
"5","interictal","4","1","-0.415747020011178","29.2644619203802","0","265","-222","0.948794946741885","-0.550476780388256","0.279980194104136","-0.0389753777729288","0.0329873316259897","0.0109059195678205","0.00987958115213472","0.00207222240436739","-0.00602629764264983","-0.0126934172353476"
"5","interictal","4","2","-0.0247032523376958","26.8212674534105","0","162","-222","0.935492196510787","-0.496141451838631","0.28688306732295","-0.055381623792632","0.0440439864420082","0.00334925138054438","0.0101145881808872","0.0133497491887277","0.00888335509722653","0.00767599493812445"
"5","interictal","4","3","0.0930073488317776","26.6742222439893","0","166","-163","0.904509970529204","-0.420533583695658","0.307918973284944","-0.0755513381111768","0.0607428652535327","0.0140023721539271","0.0241735820642803","0.0138193367588522","0.0123335609668438","0.0103399274713545"
"5","interictal","4","4","0.442101882668935","41.3450336363005","1","255","-273","0.924494740586409","-0.537166942785253","0.334682313164837","-0.104567646583476","0.0667559149517514","0.00741730868787849","0.0271198221379872","0.0186088426917502","0.0208258557160747","0.0153667803889501"
"5","interictal","4","5","0.0540985794482954","24.2598208576373","1","131","-227","0.920318784142223","-0.444139170627181","0.264841497216113","-0.0331387887103641","0.0478600957035581","0.0138473913846442","0.0149394111878303","0.0136044788435792","0.00949527247935601","6.0460070826005e-05"
"5","interictal","4","6","0.0776632216411","27.77164996302","0","176","-166","0.905346667226325","-0.529345872287883","0.372854274491325","-0.061165690739009","0.0798669337691851","0.0403878311911465","0.042607880182713","0.0239566372049527","0.0149331372025722","0.00998072056499034"
"5","interictal","4","7","0.171337887773913","23.0761890480898","0","146","-165","0.930379101448952","-0.465702237247366","0.330136837781104","-0.0332940927711485","0.0259816440841489","0.0240902044194189","0.0204582327962783","0.0163303823009935","0.00919082901801635","0.0100549567066352"
"5","interictal","4","8","-0.108439061418216","39.8510403124712","0","316","-302","0.942592386429218","-0.455898295075621","0.320793514054205","-0.0766318176033529","0.0785232436731489","0.00981815771506431","0.0188691380259678","0.00727771359085975","0.00925916878916776","-0.00403007955568202"
"5","interictal","4","9","-0.0538608476598016","25.137689145955","0","166","-266","0.941490824306272","-0.459525333799785","0.258671630219891","-0.0321370530548943","0.0337176129676782","0.00470387055458254","0.00395450474678389","-0.00438224005062737","-0.00439548904562658","-0.00790063339202342"
"5","interictal","4","10","-0.16003520098763","37.4274113508738","0","391","-288","0.927352749941717","-0.374189074720143","0.338346633542202","-0.0470372084713999","0.0733342014497637","0.0224846977417805","0.0363787356563394","0.0180595545995376","0.0156583539561988","0.00707289154417272"
"5","interictal","4","11","0.357590317225962","28.7730245740273","0","209","-180","0.911432017815049","-0.401916763563154","0.381765914157759","-0.0672779871522915","0.0694463280722605","0.012171056315102","0.0229129376860677","0.0142018171517197","0.00617017584360181","-0.00524350530308877"
"5","interictal","4","12","-0.075240025691716","41.5515779921895","0","264","-324","0.944181006830705","-0.517379890485095","0.278641998485901","-0.0898411782124871","0.0806890605759146","0.0100994589368313","0.00897719816600572","0.0013756168144599","-0.003446982431707","-0.00608491896318291"
"5","interictal","4","13","-0.112284477365431","42.3205446944093","1","239","-301","0.923900014249356","-0.526982686734744","0.298836094306037","-0.0696874610465661","0.0506649023390832","-0.000522277689831639","0.0134834948020958","0.00215729107955391","0.00327048091520699","0.00220082122956925"
"5","interictal","4","14","-0.0159238590959518","26.3191517065953","0","168","-192","0.924574121080802","-0.455089432040212","0.297557856976106","-0.0333142500255806","0.0605179830845813","0.0351083594828084","0.0394962548118614","0.021867724685103","0.0125130244715306","0.00763920942197746"
"5","interictal","4","15","-0.17609669427692","26.3155467535824","0","141","-156","0.898258102225338","-0.498049034482912","0.302024496242689","-0.0544851149784532","0.0729548781868344","0.0498194857599976","0.055985251275428","0.0426506976082413","0.0319613956552133","0.0215388309426701"
"5","interictal","5","1","0.399001526488326","25.6383782503726","1","158","-181","0.924726309867148","-0.535544897157897","0.277620549239199","-0.0435824272131597","0.0323601978146597","0.0160380620155246","0.0128844935570547","0.0037347192176979","-0.000461930934038588","-0.00727113619713744"
"5","interictal","5","2","0.291087977444675","24.1028651393488","0","127","-135","0.914108886354826","-0.496893850182665","0.283769917324048","-0.0690834836590275","0.0405351169824021","0.00444560859969751","0.0118732445344995","0.0136403287836323","0.0118073780664289","0.0142510667859521"
"5","interictal","5","3","0.150509246515353","24.9491253524001","0","138","-190","0.885627581979145","-0.41872286769087","0.300238556211032","-0.0996382613853049","0.0510293888246273","0.0105909292934758","0.0268813751017272","0.017463572296169","0.0195643215862285","0.0117261550523387"
"5","interictal","5","4","-0.438231442322932","39.6760146084001","0","266","-257","0.907718108848486","-0.529069810100337","0.317045920100189","-0.0988200571922737","0.0642216584272508","0.0149596383597178","0.0370823938052173","0.0316926910469241","0.0315057534346908","0.0223412375389622"
"5","interictal","5","5","-0.284389780035535","23.4747605102806","0","126","-227","0.905000819907776","-0.428591449532117","0.259277333305079","-0.0345264569092631","0.0453707813405028","0.0257175629486303","0.023848252193067","0.0198310170707261","0.0118911918667966","0.001795657539005"
"5","interictal","5","6","-0.142313755912014","25.6328585655541","0","185","-125","0.88514640443914","-0.520986131522354","0.336961250039538","-0.0799517163484809","0.0697326543067156","0.0335639906706491","0.0380190348472959","0.0214748594762708","0.0178396546513162","0.0114104252542244"
"5","interictal","5","7","0.268757872258786","20.7916506985658","0","130","-180","0.903920988354795","-0.462743788350414","0.28944910958508","-0.0344613952744834","0.0103919428324659","0.0206040071193031","0.0189770282212425","0.0208000324044874","0.0147899802628508","0.0211304154481849"
"5","interictal","5","8","-0.015852956632717","36.7085409698958","0","278","-283","0.923425005668777","-0.4434168213023","0.328391548880453","-0.0979121684984336","0.0669370622219513","0.00333131268932881","0.0155589268518098","-0.00151499663746442","0.000866792803198933","-0.0103667074927465"
"5","interictal","5","9","0.0123870774004655","22.1785185654134","0","125","-119","0.917182809434018","-0.450831659551397","0.272956160140259","-0.0241757544971475","0.046243390489299","0.0189920445360003","0.0215564160658067","0.00686542445872954","0.0103067484939507","0.00828230689112685"
"5","interictal","5","10","-0.211789828416039","31.0705238807791","1","153","-173","0.891324021454599","-0.379538876958076","0.327203545768884","-0.0549516763694473","0.072944865730584","0.0259758429104811","0.0366485598396146","0.0280499915262972","0.0235260665267727","0.0149773587789292"
"5","interictal","5","11","0.335264382773204","25.3620547209321","0","161","-246","0.87461601031115","-0.403302247453333","0.359424551742907","-0.0613806218268117","0.0681082660516167","0.0215954703624473","0.0303418851840678","0.0242976688435591","0.025747949527219","0.00867689545307353"
"5","interictal","5","12","-0.0290700099263448","37.4810768196837","0","306","-220","0.921423723606268","-0.500004638129215","0.285085833103328","-0.0868916224102181","0.0899289293454425","0.0170277759344541","0.0138739084177613","0.0100204939171362","0.00455143004467718","-0.0043448772393805"
"5","interictal","5","13","-0.164097495057681","37.8678299116082","1","250","-290","0.893952335808595","-0.50007669813927","0.311048434619426","-0.0647269347067686","0.0619002843045704","0.00712164379229349","0.0215850871233037","0.0076118880642217","0.000528168467356976","-0.00137442920098691"
"5","interictal","5","14","-0.0104143206292801","24.9368598527344","0","117","-136","0.907506886800975","-0.454633565301042","0.280750677579143","-0.0290561918526486","0.0487892079902241","0.0377278706974513","0.0397979924979445","0.0255511161815208","0.0165422454540164","0.00872928057123526"
"5","interictal","5","15","-0.166958617985869","25.2538900333188","0","147","-125","0.879414827389881","-0.506163905078001","0.275631572332014","-0.0543714249096753","0.0549002488490941","0.0413604547637147","0.0474760640768811","0.0423001140949725","0.0350314814972004","0.0234210592153109"
"5","interictal","6","1","0.497205608801915","55.3953601930976","0","261","-272","0.988811037321677","-0.583426601829779","0.227859314096729","-0.0343219012775309","0.00554709431871345","-0.00316667113461855","-0.0115218382848804","-0.0153413235040615","-0.015024501189381","-0.0117073471041497"
"5","interictal","6","2","-0.046257601161132","44.6708861028948","-1","228","-254","0.981104402357669","-0.484586277199364","0.241209933597252","-0.0592265813315562","0.00291932912692271","-0.0240720407171092","-0.0201092680603059","-0.0166931010466683","-0.0143169271779892","-0.0152928342454296"
"5","interictal","6","3","0.123453700691507","43.5752723645842","0","229","-273","0.971733543591804","-0.420249219651554","0.280890567357017","-0.0492822587192527","0.0311671296239096","-0.00439291959546114","-0.00410110643321298","-0.00569959924505341","-0.00881749364693037","-0.0154510144463586"
"5","interictal","6","4","-0.119725065271973","59.9287276161161","0","332","-339","0.973754491616211","-0.518272227894669","0.317446629015563","-0.0741069863404741","0.0441406525563706","-0.00487128699674486","0.0106069547482036","0.00218323018553245","0.00323471288177412","0.00520595180672993"
"5","interictal","6","5","0.457183253672331","38.1336520875013","1","216","-186","0.974496841536014","-0.438156492987305","0.241658518317488","-0.0249280345638711","0.0170159237128634","-0.00369798853083738","-0.00155954068698857","-0.00477007994304561","-0.00598928751789364","-0.0134768206207957"
"5","interictal","6","6","0.0814127107262915","52.6683831111417","0","331","-263","0.979237319227261","-0.511512180108115","0.362653853661698","-0.0518080716660485","0.0515492891118353","0.0168287250487975","0.013495781526885","-0.00694078678833212","-0.0139800864900493","-0.0108090409312907"
"5","interictal","6","7","0.208052851530242","49.5475124732876","1","233","-221","0.987756689911172","-0.473224716078606","0.272612799297724","-0.0549517571543706","-0.022468965178114","-0.0169141994047948","-0.0266309922882081","-0.0277809902674291","-0.0270885252382532","-0.0227450941532625"
"5","interictal","6","8","-0.0410775506118464","78.7766021839168","3","368","-360","0.988783282096406","-0.506145447464663","0.244131260500892","-0.0940933838533446","0.0262250525206638","-0.0185453418152929","-0.0107017802803702","-0.0138325318783353","-0.0131549505284274","-0.00977068335947184"
"5","interictal","6","9","0.0755611721428394","43.6055851792074","0","219","-269","0.981010590008618","-0.479704889193808","0.22281438449656","-0.0628980289850636","-0.0118883156918278","-0.0292522035472169","-0.0183356915003707","-0.017602115792867","-0.018007090548398","-0.00826920354785695"
"5","interictal","6","10","-0.0878272982824921","82.3927480448419","-4","509","-465","0.98607162896059","-0.413069734270145","0.301006594447246","-0.0555089075209373","0.0286894618138803","-0.00910131899741676","-0.0108347692889159","-0.0158304562202013","-0.0232061024650547","-0.0185502705679011"
"5","interictal","6","11","0.199694702334776","50.5075478075741","0","273","-292","0.973618839009477","-0.419243185818802","0.349360510440278","-0.0816572711047241","0.0268862098824891","-0.0105227327809259","-0.000750257755031451","-0.0151599949215592","-0.0172348721122657","-0.014452730800124"
"5","interictal","6","12","-0.243683424672389","75.3860457756303","0","515","-371","0.986759441698732","-0.561125003484056","0.218866235964832","-0.105743584109497","0.0267565579350888","-0.0196817789671468","-0.0133697707194399","-0.0114460067415926","-0.00999638021184104","-0.00432160805706529"
"5","interictal","6","13","-0.0363521099738915","67.4020125660833","1","325","-523","0.972059910681195","-0.541448152774741","0.29844779819047","-0.0571879801611612","0.0543327141752903","0.00207215784542993","0.0129992020151316","0.00334593737236659","0.00283260179727518","0.00531320185501308"
"5","interictal","6","14","-0.00985961312279469","50.5341177448503","0","300","-292","0.978309981771113","-0.433055008579268","0.310587524739016","-0.0582355187086421","0.0288229588560298","0.0013765207344551","0.0139410998071617","-0.00434523959007662","-0.00561688398567193","-0.0152865493797792"
"5","interictal","6","15","-0.0641166804300861","53.8338268171939","-1","306","-279","0.977055249397497","-0.464055609923438","0.328221757264166","-0.0641963119088769","0.0583991954941889","0.0389922582650384","0.0334388307475448","0.0151459024160383","0.00913613880953279","0.00513791604648636"
"5","interictal","7","1","0.265329529624717","37.2574989106895","0","255","-339","0.983063176903906","-0.5892994294177","0.183548993867381","-0.0154067759325049","-0.00773360340195739","-0.00112793158738116","-0.0117092884773423","-0.00551548898422549","-0.00468452093157834","8.76081708864403e-05"
"5","interictal","7","2","0.0936162758689723","48.9504949823646","1","276","-303","0.979837482381465","-0.521033972207445","0.286567919487552","-0.0802367148945351","0.0307888397029341","-0.00895774536048851","-0.000443924498856186","-0.000395859367149591","0.00339796131402462","0.00664027638675243"
"5","interictal","7","3","-0.148440562882143","38.1025742952159","0","226","-294","0.970408746211665","-0.460427351755152","0.287442546671053","-0.0631489449505698","0.0386064436619291","0.00392141290289881","0.00442787035796974","0.00302651385931749","0.0013012314480421","0.000689789857276838"
"5","interictal","7","4","-0.407926895389672","36.8342878428143","0","206","-199","0.963881370558391","-0.542025644597462","0.257137958584919","-0.0425048428711133","0.037272811733068","0.013112988309454","0.0145490152715151","0.0157873726887285","0.0183517526573124","0.0129249946618219"
"5","interictal","7","5","-0.470062477582309","26.824739729549","0","154","-176","0.949291679084651","-0.489346403772561","0.267518926846136","-0.0306056895429613","0.0397932106298763","0.0149548349045585","0.0171096356256384","0.0154109242573376","0.0100279965581184","0.00881015448185004"
"5","interictal","7","6","0.113627453433765","35.5099076794279","0","206","-212","0.946547626699126","-0.460482844990656","0.39579079970712","-0.0693760835531789","0.0868473843126598","0.0338080947493267","0.0370457613480667","0.0161548040971306","0.0172165132086265","0.0111373539962398"
"5","interictal","7","7","-0.109339939774613","37.7818223531345","1","249","-252","0.977993476191702","-0.452699513556074","0.304575908744054","-0.0220975827446925","0.0124027865103348","0.0159009300717648","0.00962202294763049","0.00114682185791314","-0.00700800676270256","-0.00890973419120051"
"5","interictal","7","8","0.368546833162333","42.5539868961704","1","253","-264","0.970600105043844","-0.483759996993932","0.262644730429417","-0.0501669230328993","0.0524928862246385","0.00406700754511887","0.0102847586442295","-0.000433935176437892","0.00353047602306752","-0.000826038362480892"
"5","interictal","7","9","-0.281420218045928","37.8875457059494","0","227","-267","0.970586680441931","-0.475738589544368","0.267784387653516","-0.0448808522690181","0.0392924288724247","0.00343754811657719","0.00562273649030984","-0.000245727030563043","0.00350177210106857","0.00220074989086938"
"5","interictal","7","10","-0.241493789778367","56.4680532717045","-1","353","-481","0.979271127742932","-0.430287627001904","0.284550598945603","-0.0516066902622682","0.0313407493529614","0.00544312817431715","0.00984964808769264","0.00639356357852365","0.00373125824542602","0.00130620371386911"
"5","interictal","7","11","0.442110224135198","37.1458816061856","1","198","-202","0.955825657639592","-0.429396417092396","0.327762915304582","-0.0663089970356778","0.0444921508787833","0.00940104293962143","0.0134406273092136","0.00554119404815692","0.0034554870398236","-0.00116503545302135"
"5","interictal","7","12","-0.0459197717774831","43.1109224393503","0","272","-273","0.97436468355046","-0.516438298355328","0.232494460491055","-0.0668214152124955","0.0411009724611971","0.0122810737510002","0.00666202873905298","0.00167875433997677","-0.00397084260815051","0.00164817952431118"
"5","interictal","7","13","-0.383086008858637","36.2837098119611","0","214","-227","0.948872860268699","-0.478608265739787","0.267161175426796","-0.0466647946356083","0.0539860112680491","0.0111330258011646","0.0123126627600617","0.00839249026959069","0.0067893562362911","0.00506786430698163"
"5","interictal","7","14","-0.0859212732414101","40.520288538321","-1","324","-264","0.957699286651513","-0.455235889952713","0.325437173668708","-0.0947572367167654","0.0539782069639402","0.0125133376341416","0.0166881784852863","-0.00966411456997756","0.000176443880061618","-0.00071897788148631"
"5","interictal","7","15","-0.119666675008133","47.8311862518697","0","370","-317","0.983548635546498","-0.503705799124131","0.298175559989602","-0.0384798590138631","0.030447956556577","0.0303063601272735","0.0196846851783924","0.00769676240638149","0.00110455524045537","-0.00253073772099043"
"5","interictal","8","1","0.256696112042575","27.8512399216959","0","193","-263","0.965372680356231","-0.569184255582675","0.2558828478846","-0.0134454542019177","0.00507001826538722","0.0125972542492431","-0.00380837581031738","-0.0103887179756053","-0.0101680020399636","-0.00809726378496712"
"5","interictal","8","2","0.0489435532977987","34.241844592841","0","230","-246","0.95265917287974","-0.499165591190568","0.3268685885557","-0.0941193430612116","0.0461122707193887","-0.00134587303173983","0.00560875751926745","-0.0055431041479391","-0.0026545806619036","-0.000941430410535539"
"5","interictal","8","3","-0.0102850279022046","27.37550486062","0","179","-177","0.936811259878071","-0.447576552254523","0.317674349233784","-0.082076687862811","0.0447946873709537","0.00765243449344198","0.0112975569067982","0.00521459443527784","0.00132735993680459","-0.00145769053946284"
"5","interictal","8","4","-0.267043700941751","30.9116595747643","0","177","-172","0.941769597437319","-0.551167996942896","0.26870284577746","-0.0606387076238117","0.0350974950283897","0.0110793315961586","0.021294819492496","0.0152685411966115","0.0161405896911408","0.0120160243973539"
"5","interictal","8","5","0.18827106428768","24.0024005166731","1","132","-177","0.928264465685748","-0.491635828048016","0.2776877697404","-0.0507662596450851","0.03759000739253","0.0188581454162746","0.0172295328834865","0.010496960954414","0.012259675227703","0.00940491980972585"
