"dog","seizure","segment","channel","0_quantile","25_quantile","50_quantile","75_quantile","100_quantile","mean","sd","pacf_1","pacf_2","pacf_3","ar3_ar1","ar3_ar2","ar3_ar3","intercept","sigma2","aic"
"2","interictal","2","9","-299","-14","1","15","180","-0.154909369969053","23.6631872824811","0.921842409058886","-0.468618310563445","0.245157933850415","1.46874200787949","-0.80057019021185","0.245190569571334","-0.0134813983635189","61.6895048166225","1668777.17396591"
"2","interictal","2","10","-74","-10","0","11","78","0.325404769650409","15.2843426434302","0.89926077364802","-0.398741415929283","0.255542160890513","1.35973354026168","-0.720191909970405","0.25556525574969","0.0341580322331203","35.1349296828856","1533808.5688837"
"2","interictal","2","11","-124","-16","0","16","132","-0.102132912923434","24.392463158908","0.90732663603237","-0.394984817387584","0.329569976396896","1.39587953565303","-0.812109195422702","0.329558742508272","-0.00903419190417487","79.1190126808973","1728440.39968948"
"2","interictal","2","12","-113","-12","0","12","90","-0.409803725298833","18.1454133416361","0.882173293299206","-0.369175757694161","0.282060063948971","1.31199740656151","-0.709898760804883","0.282087244825075","-0.047449354308996","58.0494603707883","1654194.98849726"
"2","interictal","2","13","-181","-12","0","12","96","0.0473545039747087","18.9757181065491","0.887847729378832","-0.386283117528935","0.224621645512647","1.31758757262866","-0.662765305923289","0.22462566845962","0.00556416644919741","61.5889468326588","1668386.0205955"
"2","interictal","2","14","-108","-11","0","11","78","0.00843739312496346","16.958857149679","0.897617674732127","-0.316004277938601","0.2599607663326","1.26347137418028","-0.623169375406713","0.25999996536","0.000834624808154043","46.8931401049192","1603023.1663978"
"2","interictal","2","15","-137","-16","0","15","129","-0.462918011728102","24.2282167049038","0.895747559112366","-0.360201893530304","0.295846727110191","1.32496936920415","-0.720690218843607","0.295877404998172","-0.0460947857991628","92.1232629754183","1764926.61973036"
"2","interictal","2","16","-108","-11","0","11","74","-0.428292585270639","16.6988633424425","0.8857459721918","-0.311948525877382","0.252354803295284","1.24076707191002","-0.605208158100768","0.252377767710932","-0.0478758945293427","50.7785940396497","1622109.37684666"
"2","interictal","3","1","-134","-14","0","14","94","0.203915484263824","20.632515785207","0.909940182735071","-0.411370306140429","0.231278138244374","1.37949818494507","-0.708502969576136","0.231307513623169","0.0200299955712418","57.5634347047568","1652179.06948998"
"2","interictal","3","2","-100","-15","0","15","114","-0.14176321913866","22.8803874182634","0.935860204886874","-0.418088455540291","0.261034642560026","1.43625452203238","-0.764490202771625","0.261020056831118","-0.00966569844156004","49.9847891543027","1618331.58865442"
"2","interictal","3","3","-106","-15","0","14","115","-0.252329354453926","22.1202862430594","0.902992970764991","-0.437938389615741","0.279232342954903","1.42073201306224","-0.800511011705071","0.279236497704622","-0.0255420686966474","67.3103903911507","1689684.96042202"
"2","interictal","3","4","-119","-14","0","13","100","-0.159480493481144","20.4802771584359","0.891712904557363","-0.34266630675392","0.277523529500324","1.2925182657658","-0.67521938543849","0.277726437874343","-0.0164682641837302","69.9598538287766","1698941.59365003"
"2","interictal","3","5","-134","-12","0","12","108","0.0170457863083173","19.8656698090111","0.914738873075364","-0.297268475833541","0.183561911248817","1.24122613187704","-0.515092514573124","0.183568807694923","0.00137112879012831","56.7523838068917","1648776.81606496"
"2","interictal","3","6","-129","-10","0","11","93","0.407443090346421","17.2572015236999","0.907521932691457","-0.322258845092221","0.202400086626029","1.26522878531073","-0.565177342173544","0.202418648861637","0.039619002944214","45.1480369551329","1593930.13730363"
"2","interictal","3","7","-100","-11","0","11","100","-0.191511723930833","17.2918520165579","0.87887017481353","-0.343088580346401","0.239306661032208","1.26255749303447","-0.625654430159307","0.239355207084407","-0.0237212842542197","56.5968102056349","1648118.65022926"
"2","interictal","3","8","-119","-10","0","10","93","0.0261171308692643","15.1853064856015","0.870079581641679","-0.274451786470259","0.224027150246099","1.17040750807026","-0.522964535737257","0.224106648427847","0.00376629234014229","49.1972634090186","1614523.92665668"
"2","interictal","3","9","-176","-15","1","15","115","-0.168155618394601","23.8546445213076","0.917677742166841","-0.423437031414892","0.201327412027958","1.39149660614439","-0.686428606994321","0.201343790266049","-0.0158693518790073","70.7362872376661","1701587.92383555"
"2","interictal","3","10","-82","-10","0","10","68","0.274763727968102","15.0729028467228","0.890762258920584","-0.375279969373632","0.25043556765354","1.31903853943572","-0.682083316251012","0.250436735632597","0.0308679456821566","37.7870234204424","1551256.33222302"
"2","interictal","3","11","-132","-16","0","16","131","-0.0496192120650968","24.8403834656688","0.903186049874229","-0.380740097700695","0.318556956168628","1.36836012373047","-0.777999621593618","0.318549223379599","-0.00445028259683781","87.3467153213594","1752160.9832476"
"2","interictal","3","12","-101","-12","1","13","100","0.417336069334268","19.1519614469055","0.871763282269016","-0.331245384107948","0.256018767697528","1.24538519090554","-0.628432679285593","0.256064808923655","0.0528318462392006","73.2383668848692","1709922.36350244"
"2","interictal","3","13","-100","-11","0","12","97","0.057839727067224","17.4022705712751","0.845600909922723","-0.311003111852353","0.152521252047838","1.1560197631939","-0.480062243467976","0.152501647639781","0.00987270171860904","76.136536611217","1719227.40416484"
"2","interictal","3","14","-102","-10","0","11","103","0.0690131211264316","16.714847289419","0.863050525833337","-0.291132387499864","0.227496457258063","1.18057176571374","-0.544658346641265","0.227498069572374","0.00940602542089661","61.863854296711","1669453.85496414"
"2","interictal","3","15","-136","-15","1","16","143","0.39677018426299","24.7035413050765","0.87290262144612","-0.334960292943032","0.269389144809578","1.2555261902537","-0.648885059547801","0.269398987257539","0.0493533023435374","119.608346830635","1827528.35548204"
"2","interictal","3","16","-129","-12","0","12","98","-0.173264766480652","18.9169044376848","0.860515071105569","-0.25876680375956","0.219960946220512","1.14011609720804","-0.497038667762108","0.219979191110099","-0.0235384321614393","82.4514796620744","1738332.37437041"
"2","interictal","4","1","-103","-13","0","13","106","0.265383749155426","19.6356608027125","0.912890886724706","-0.422158413087953","0.245551822069097","1.40196850685945","-0.740998412366165","0.245563924971953","0.0249598105246406","49.6099405524543","1616526.74668085"
"2","interictal","4","2","-100","-15","0","15","97","-0.0996638389096037","22.5429451049174","0.941078020934708","-0.449692522955636","0.285056873578372","1.49247685339979","-0.838617400309272","0.285075012736969","-0.00606723976831673","42.6002877282626","1580003.13901386"
"2","interictal","4","3","-116","-15","0","15","98","-0.00752817330230318","21.9251897738939","0.912191195959748","-0.470690638950927","0.321089296929961","1.49285995944564","-0.901723359908881","0.32121720036872","-0.00046243370772577","56.3399625077126","1647028.06742198"
"2","interictal","4","4","-121","-13","1","13","92","-0.0580816295888492","20.2219180550601","0.90673475935361","-0.373483594854621","0.330037325958425","1.36885024018502","-0.784861914106553","0.330227348838394","-0.00461130611786679","55.7358196708375","1644443.13227099"
"2","interictal","4","5","-83","-10","0","9","89","-0.0141554682482086","14.4366033058288","0.895121103021629","-0.362818326044964","0.151910942877692","1.27502966131006","-0.548176819742189","0.151932183553753","-0.00174083622321712","35.1398810699546","1533842.35550685"
"2","interictal","4","6","-96","-8","0","9","93","0.453579740246741","12.7385855211903","0.8865066694081","-0.383138271923435","0.172676699647591","1.29230760510357","-0.594822275299876","0.172635028595094","0.058895690686806","28.7584163193767","1485791.75480282"
"2","interictal","4","7","-105","-10","0","10","90","-0.131569947365348","15.3726920509973","0.886562190423932","-0.356803613619126","0.269552902935566","1.29907277452557","-0.681074684622761","0.269571484023724","-0.015006457017987","40.9279153743494","1570400.83446652"
"2","interictal","4","8","-144","-9","0","10","108","0.0521633592752932","14.9205114248868","0.906138539937658","-0.295655184818824","0.280397991425257","1.25686872400284","-0.624827562050309","0.280451760989896","0.00446511420816067","33.4806637683828","1522245.20327426"
"2","interictal","4","9","-214","-14","1","15","144","-0.0302503274025509","24.0766132352384","0.922525908678462","-0.470256617514771","0.24627787432554","1.47218507875971","-0.804339468559576","0.246300359244841","-0.00242459138242793","63.1662207414337","1674449.04491894"
"2","interictal","4","10","-63","-9","0","10","60","0.359763269187458","13.66620191884","0.888447076893741","-0.401248770162314","0.241383908261481","1.34178893617424","-0.701763190374556","0.24138317287754","0.042445346794335","31.0847496053128","1504442.40065552"
"2","interictal","4","11","-126","-15","0","16","106","0.00237314715180649","23.4404482575962","0.904107328653216","-0.397948407338361","0.343803727477253","1.40075552542664","-0.832509922768502","0.343814281814301","-3.62319779367884e-05","74.4448581090115","1713839.96498402"
"2","interictal","4","12","-98","-12","1","12","84","0.102479083773345","18.2825604756003","0.886588304185981","-0.377481295143581","0.335418714313303","1.34790247506799","-0.787191504639364","0.335473085003191","0.0109027184687315","54.4206290498672","1638717.58496353"
"2","interictal","4","13","-173","-10","0","11","129","0.0783180267427409","16.5572077090522","0.876603483535798","-0.411509947301862","0.232153919420548","1.33287227869174","-0.698771580529036","0.232149466957604","0.0107264430705363","49.8889284440239","1617871.32449942"
"2","interictal","4","14","-94","-9","0","10","72","0.21267402383991","14.3320218299012","0.877085687298614","-0.326845070324663","0.247708753019873","1.24469567175564","-0.615111643108868","0.247697409102086","0.0257885224030922","39.7308764348019","1563283.68565104"
"2","interictal","4","15","-122","-14","0","14","116","-0.299283468048013","21.4307037970866","0.873824194540182","-0.326654888497435","0.310694946012209","1.26078346775816","-0.686867276419381","0.310711865153249","-0.0345086754587081","87.6334128243974","1752946.67675182"
"2","interictal","4","16","-109","-10","0","10","88","-0.198718750782013","15.6643302453215","0.879625412617292","-0.305060405424718","0.323447605163411","1.24667434640126","-0.676508190891867","0.323551446826797","-0.0218656672333683","45.0728960875908","1593530.75705328"
"2","interictal","5","1","-106","-13","0","14","88","0.328320112109307","20.090008983437","0.912693374458345","-0.411434134015064","0.242504603813488","1.38796203327228","-0.723796301710473","0.242494575541253","0.0304825278940635","52.6971833744309","1631001.60704614"
"2","interictal","5","2","-119","-15","0","15","103","-0.302891152206735","22.8391289056932","0.943444662808313","-0.442843718338703","0.273128772784538","1.48229584925592","-0.814808771966179","0.273216429455103","-0.0181205961438076","42.6437573081909","1580247.672886"
"2","interictal","5","3","-100","-15","0","14","97","-0.250056304897275","21.9098174625395","0.911068379025811","-0.466560069027516","0.290260589215763","1.4716771607605","-0.854580098352335","0.290354298022743","-0.0232388993581144","58.4357122607743","1655785.06915704"
"2","interictal","5","4","-131","-13","0","13","103","-0.335256041306941","20.1059923781098","0.89790900960597","-0.368689440679029","0.300573683098411","1.33980135607859","-0.738114527399391","0.300588798599423","-0.0329241829561706","61.5640369813057","1668289.02683513"
"2","interictal","5","5","-91","-10","0","10","87","-0.0673406571407122","15.3638637271408","0.894141231376543","-0.319629996117229","0.159796786689817","1.23103274501201","-0.508222451805148","0.159832031736997","-0.00800550053722684","41.4082430636118","1573198.33091087"
"2","interictal","5","6","-95","-8","0","9","70","0.365877563958193","13.2800337011764","0.885438217542738","-0.350244461037631","0.178302175623992","1.25801118553963","-0.563416066416956","0.178301167685047","0.0465993571655989","32.3577077492847","1514065.39017749"
"2","interictal","5","7","-84","-10","0","10","78","-0.188613064404461","16.0565549174376","0.886619355941673","-0.360650123048024","0.245779263505732","1.29503216574166","-0.657170681745323","0.245791815141092","-0.021866863164374","45.0759253468593","1593546.8707055"
"2","interictal","5","8","-96","-10","0","9","93","-0.038604305864885","14.5941116666034","0.891195159539735","-0.285735795114085","0.233623471574642","1.21259545804635","-0.553404812082981","0.233599643899719","-0.00424767787436002","38.0516235878992","1552929.42064648"
"2","interictal","5","9","-233","-15","1","15","110","-0.197968018818348","24.7829953051859","0.923351642322775","-0.468232417836422","0.241222868072384","1.4688124928799","-0.795483718670569","0.241304165699674","-0.0170405689164122","66.5621100914788","1687004.58854358"
"2","interictal","5","10","-68","-9","0","10","67","0.305068274901362","14.1323192771551","0.890329635024193","-0.397033825655147","0.247188577554357","1.34196741945302","-0.704495150614263","0.247188732059805","0.0352100268953386","32.7470062510166","1516932.82177586"
"2","interictal","5","11","-133","-16","0","15","138","-0.245297498394268","23.8849758137211","0.904018366501657","-0.394235557502315","0.333383374493482","1.39189533461463","-0.814505504735001","0.333405115664707","-0.0216817379399644","78.2599234731761","1725822.73770796"
"2","interictal","5","12","-112","-12","0","12","85","0.251090646713881","17.7842151443641","0.873788158470134","-0.37426010548472","0.295493167575202","1.31152824233149","-0.729262306618352","0.295570098582101","0.0307897218796644","58.6947681615478","1656845.64533084"
"2","interictal","5","13","-181","-11","0","11","103","-0.0205492021387518","16.9617952864452","0.870801012078218","-0.395382076911495","0.23142328877935","1.30660963249515","-0.676585131248214","0.231420143290889","-0.00286952659433459","55.5255706772371","1643536.96670815"
"2","interictal","5","14","-78","-10","0","10","73","-0.0660894372012712","14.8248459970366","0.875920416391967","-0.315202529791264","0.247861165846113","1.23014101324029","-0.600745954313527","0.247868225734604","-0.0079574439536607","43.2424299511993","1583590.32143949"
"2","interictal","5","15","-114","-14","1","15","107","0.49137492388412","22.244351182363","0.875765204016054","-0.34152508021407","0.296393929132062","1.27613155595034","-0.689825697536524","0.296450747710134","0.0578416385926642","92.903117229426","1766947.77630387"
"2","interictal","5","16","-106","-11","-1","10","105","-0.378393934085734","15.6474259981104","0.867929696766584","-0.288606815760187","0.27476682847342","1.19774857399215","-0.595965791489034","0.274810465535811","-0.0464936196005428","51.1866572525856","1624028.46605415"
"2","interictal","6","1","-128","-13","0","14","144","0.407897700257751","21.4458603194817","0.918481144379094","-0.415359422970631","0.256546819463896","1.40654083879719","-0.748868815375248","0.256549620744213","0.0351355835905385","55.6011267388208","1643863.00496672"
"2","interictal","6","2","-122","-15","0","15","136","-0.138013730053469","23.5433888818663","0.945833501894756","-0.435978663868676","0.275162553927242","1.47827668916933","-0.809894253177128","0.27524773396169","-0.00767685058700114","43.723903692737","1586245.19276163"
"2","interictal","6","3","-97","-15","0","14","107","-0.348302094542179","22.0283600705925","0.911430187868808","-0.458916532276353","0.292455704281521","1.46392105510713","-0.847804732589403","0.292452504186629","-0.0317207810681576","59.2997789108853","1659304.441643"
"2","interictal","6","4","-105","-13","0","12","143","-0.27498477682407","19.5565510651953","0.897375542141924","-0.375325087672012","0.293505692056497","1.34433224881939","-0.737565757689923","0.29352714345449","-0.0273912583056565","58.4671994659832","1655914.22866753"
"2","interictal","6","5","-103","-11","0","11","83","-0.0476965040914891","17.0836622304338","0.911084647008751","-0.3191395091829","0.194906023097148","1.26406247995896","-0.553411600854807","0.194922483260958","-0.00434229365607956","42.8481901523463","1581394.35722748"
"2","interictal","6","6","-109","-9","0","10","80","0.330305381079886","14.7855245782894","0.902758617851873","-0.336326812734746","0.203807960189266","1.27491460065293","-0.582199342504476","0.203827080645256","0.0341545628206534","34.3835290693945","1528625.27399839"
"2","interictal","6","7","-84","-10","0","10","85","-0.0666566569071512","16.212961484248","0.886221457106226","-0.3562585541223","0.251548546026337","1.29170883616186","-0.658741592319903","0.251564664766021","-0.00787707571736723","46.1262990853713","1599069.87296034"
"2","interictal","6","8","-123","-9","0","9","110","0.0595747520499154","14.727452261709","0.897230404075236","-0.304773337874304","0.24659428573091","1.24588014699096","-0.593513502523105","0.246621259863489","0.00593006953622302","36.0270951473111","1539820.82482328"
"2","interictal","6","9","-208","-15","1","16","121","-0.0683624867579223","24.8379502607377","0.924678970027597","-0.456790761695064","0.245469831552911","1.45931283530911","-0.787658458324488","0.245567524025446","-0.00562258718857713","66.4909570751369","1686748.14837116"
"2","interictal","6","10","-71","-9","0","10","76","0.283255340623775","14.6549784325247","0.894581647725838","-0.387791275050904","0.258132857385884","1.34165902163341","-0.708352080246006","0.258168592536317","0.0309556990632759","34.0124358713776","1526023.47124909"
"2","interictal","6","11","-146","-15","0","15","148","-0.218917611337721","23.7951612301501","0.906226045324278","-0.390108429802733","0.326643148382605","1.38719862872757","-0.801648586050435","0.326680343201184","-0.0191640868762229","76.6495071605976","1720837.41193587"
"2","interictal","6","12","-96","-12","0","11","89","-0.353085925443975","17.8573930506932","0.875383442433311","-0.363067288188149","0.27767965834833","1.2941642210068","-0.694641790878606","0.277794444140086","-0.0435609337551175","59.6983469125657","1660910.57471748"
"2","interictal","6","13","-114","-11","0","11","99","-0.041436233661153","17.1783610141139","0.870308915779444","-0.385977712062743","0.232946744004711","1.29613096948209","-0.666977896603217","0.232966425906515","-0.00585313915710836","57.6094515830425","1652370.6646437"
"2","interictal","6","14","-127","-10","0","10","135","-0.0491812850862925","16.4679884923065","0.89367526835517","-0.302745656105877","0.263978291354614","1.24417957264475","-0.610149301274139","0.264019567701443","-0.0051393175269061","46.140006594033","1599141.11445032"
"2","interictal","6","15","-177","-15","0","14","161","-0.474091405787309","24.3384150050884","0.893476658494424","-0.336273132723164","0.296648019886847","1.29371518493417","-0.690538710120276","0.296719261047257","-0.0476680873266522","96.6246890308066","1776365.08674338"
"2","interictal","6","16","-132","-11","0","10","110","-0.358737268837116","17.0761377896322","0.883027754624193","-0.278529345900288","0.253582050885712","1.19971971161048","-0.565004488993494","0.253677939641736","-0.0401188966465249","55.4256545464698","1643105.12834968"
"2","interictal","7","1","-150","-13","0","13","141","0.0291075465245281","21.2017969131977","0.922853347276065","-0.44281428082319","0.26517793775339","1.44907505816497","-0.796095188168737","0.265259229136826","0.00233230143120758","49.8220638391702","1617549.75792219"
"2","interictal","7","2","-227","-16","0","16","183","-0.0747228547834139","27.1140957498426","0.95219004944476","-0.543116762649461","0.233208477149738","1.59606800090192","-0.885873116020589","0.233243211952068","-0.00417001877234906","45.740311369494","1597055.05441365"
"2","interictal","7","3","-175","-14","1","15","183","0.352735583860931","23.1138819085611","0.918548386321981","-0.487436644261529","0.313226627751322","1.51906513726784","-0.915559382857724","0.313303393930355","0.0293449024423421","57.3977017700643","1651487.75498898"
"2","interictal","7","4","-151","-13","0","13","201","-0.157649541636429","20.9277061863412","0.909898400002869","-0.428549104847481","0.314682557916135","1.43485687819024","-0.837859146523878","0.314829866338887","-0.0141352319484579","55.4170271448303","1643067.8041429"
"2","interictal","7","5","-171","-12","0","11","137","-0.152223417832387","19.0477301704919","0.927862199443066","-0.436239061075367","0.210561461800887","1.424747960715","-0.717149861490037","0.210666043127948","-0.0125716095829358","39.0226761649082","1558971.32341038"
"2","interictal","7","6","-121","-10","0","10","120","0.0888532986328337","16.2573670525401","0.920105098567948","-0.428051175266155","0.209227675382747","1.40390352533354","-0.703489643179956","0.209424166103614","0.00798173639167184","31.6404346040504","1508690.70559964"
"2","interictal","7","7","-106","-9","0","8","114","0.0256833746235914","13.6047175643967","0.903785248825531","-0.386060156386494","0.248191878138262","1.34860156395607","-0.697079864239673","0.24822696008367","0.00268326649923325","27.0686857204719","1471273.22467002"
"2","interictal","7","8","-206","-9","0","9","150","0.0311804008908686","14.712562216629","0.910027743921935","-0.382512916127696","0.281629569158501","1.36587099889541","-0.736851040924916","0.281633283732066","0.00278204445962646","29.2362863687236","1489743.13581335"
"2","interictal","7","9","-106","-10","0","9","135","-0.458067449096202","15.7052575939841","0.918882574586431","-0.428510755124858","0.226822332650732","1.40988082427963","-0.726293292276841","0.226828506413962","-0.0410262634322391","29.7284697217409","1493745.91925425"
"2","interictal","7","10","-103","-9","0","8","92","-0.118402942869298","13.8398072634025","0.918499169215694","-0.336864573149839","0.204078342366351","1.29673309545912","-0.587550663703749","0.204114741385093","-0.0101596580653578","25.4412284212767","1456406.16771846"
"2","interictal","7","11","-132","-10","0","10","139","-0.140403560137801","16.3938377097084","0.915889156520642","-0.374958429547225","0.313425454370591","1.37687682431011","-0.769722530991284","0.313450581464705","-0.0112703909853115","33.5638705911074","1522840.33537536"
"2","interictal","7","12","-184","-9","0","8","95","-0.424130193605432","14.1432078043367","0.91460169322474","-0.389969752497231","0.232016727190442","1.36182412967841","-0.685047983566553","0.232065401319364","-0.0388099337679669","26.2381992678382","1463801.82478384"
"2","interictal","7","13","-84","-8","0","8","85","-0.0785265633993143","13.2084200033264","0.888211406295492","-0.396558189317381","0.207592575225746","1.32283466162123","-0.654125014884895","0.207594914043429","-0.00967314930409731","29.6929775484158","1493459.49683163"
"2","interictal","7","14","-90","-9","0","9","93","-0.187315966400574","14.4883229516445","0.87908521803873","-0.368729118467466","0.311080725371591","1.31816659502249","-0.743334951272039","0.311224070279598","-0.0212905139899456","37.2043617515561","1547530.43040933"
"2","interictal","7","15","-149","-15","0","15","137","-0.380212373731055","23.0616785055341","0.826822895308378","-0.387152442269883","0.364139431601848","1.2879340531641","-0.804839868875212","0.364161297449098","-0.0583277023803932","124.05644952478","1836283.18834536"
"2","interictal","7","16","-376","-11","0","10","151","-0.414366507344661","16.3189449777638","0.872578724414094","-0.410799139026506","0.340569177974058","1.37140289637735","-0.83068975988804","0.340823536052741","-0.048890970400586","46.6570198742212","1601812.82697205"
"2","interictal","8","1","-210","-22","-1","22","196","0.055675116571991","37.0800030086581","0.978441265770162","-0.469659400800114","0.189651379640616","1.52716083689451","-0.742530755490153","0.189699522640867","0.0014936878797496","44.0528225289298","1588042.1137953"
"2","interictal","8","2","-241","-27","1","28","210","0.0662395835940042","45.0061021812977","0.984588469534812","-0.556898312690414","0.169018991270484","1.6271111525834","-0.816092305552584","0.169049486197218","0.0014344195333764","41.5147246980168","1573814.09974493"
"2","interictal","8","3","-200","-23","0","23","223","0.296793540368526","36.992615562226","0.971561545480592","-0.464647146369405","0.284829687722898","1.55536036833114","-0.87001282326409","0.284865614874443","0.00893164277120376","55.2754859644471","1642454.63202857"
"2","interictal","8","4","-220","-23","-1","22","296","-0.213954438911272","39.0319947316317","0.974370999762097","-0.460679564253747","0.267868095467881","1.54679164957466","-0.842168110749475","0.267966328073493","-0.00555931417958305","56.3500740642251","1647071.09531582"
"2","interictal","8","5","-158","-18","0","18","147","-0.166804300860005","29.1644596619773","0.971687553635099","-0.510145837782609","0.152091682433884","1.54516533005552","-0.733592088009908","0.152187143217262","-0.00601446620180626","34.2959561255196","1528013.82428291"
"2","interictal","8","6","-148","-16","0","16","134","0.0415905507870173","25.644828971409","0.972335875618884","-0.490789740292499","0.133343536982584","1.515180454723","-0.684341045688833","0.133428084495527","0.00155736780251905","26.7451990200326","1468390.62116251"
